Alignment not found |  ,  | Line no.  1
Alignment not found |  Big-stele  | Line no.  11694
Alignment not found |  for  | Line no.  11694
Alignment not found |  Enlil  | Line no.  11694
Alignment not found |  and  | Line no.  11694
Alignment not found |  Ninlil  | Line no.  11694
Alignment not found |  erected  | Line no.  11694
Alignment not found |  .  | Line no.  11694
Alignment not found |  ”  | Line no.  11694
Alignment not found |  Basket-of-tablets  | Line no.  11695
Alignment not found |  xxx  | Line no.  11697
Alignment not found |  xxx  | Line no.  11703
Alignment not found |  xxx  | Line no.  11704
Alignment not found |  Basket-of-tablets  | Line no.  11705
Alignment not found |  xxx  | Line no.  11706
Alignment not found |  xxx  | Line no.  11707
Alignment not found |  xxx  | Line no.  11708
Alignment not found |  xxx  | Line no.  11709
Alignment not found |  xxx  | Line no.  11710
Alignment not found |  mana  | Line no.  11711
Alignment not found |  ,  | Line no.  11711
Alignment not found |  shekel  | Line no.  11711
Alignment not found |  ,  | Line no.  11711
Alignment not found |  grains  | Line no.  11711
Alignment not found |  of  | Line no.  11711
Alignment not found |  silver  | Line no.  11711
Alignment not found |  ,  | Line no.  11711
Alignment not found |  remaining  | Line no.  11712
Alignment not found |  <  | Line no.  11713
Alignment not found |  <  | Line no.  11713
Alignment not found |  from  | Line no.  11713
Alignment not found |  the  | Line no.  11713
Alignment not found |  month  | Line no.  11713
Alignment not found |  “  | Line no.  11713
Alignment not found |  harvest  | Line no.  11713
Alignment not found |  ”  | Line no.  11713
Alignment not found |  through  | Line no.  11714
Alignment not found |  the  | Line no.  11714
Alignment not found |  month  | Line no.  11714
Alignment not found |  “  | Line no.  11714
Alignment not found |  nesag  | Line no.  11714
Alignment not found |  sacrifice  | Line no.  11714
Alignment not found |  ”  | Line no.  11714
Alignment not found |  >  | Line no.  11714
Alignment not found |  >  | Line no.  11714
Alignment not found |  .  | Line no.  11714
Alignment not found |  from  | Line no.  11715
Alignment not found |  Lu-Inanna  | Line no.  11715
Alignment not found |  Therefrom  | Line no.  11716
Alignment not found |  mana  | Line no.  11717
Alignment not found |  suḫe  | Line no.  11717
Alignment not found |  ,  | Line no.  11717
Alignment not found |  its  | Line no.  11718
Alignment not found |  silver  | Line no.  11718
Alignment not found |  equivalent  | Line no.  11718
Alignment not found |  :  | Line no.  11718
Alignment not found |  3  | Line no.  11718
Alignment not found |  shekels  | Line no.  11718
Alignment not found |  ,  | Line no.  11718
Alignment not found |  3  | Line no.  11719
Alignment not found |  barig  | Line no.  11719
Alignment not found |  3  | Line no.  11719
Alignment not found |  sila3  | Line no.  11719
Alignment not found |  garlic  | Line no.  11719
Alignment not found |  poor  | Line no.  11719
Alignment not found |  appearance  | Line no.  11719
Alignment not found |  ,  | Line no.  11719
Alignment not found |  its  | Line no.  11720
Alignment not found |  silver  | Line no.  11720
Alignment not found |  equivalent  | Line no.  11720
Alignment not found |  :  | Line no.  11720
Alignment not found |  shekels  | Line no.  11720
Alignment not found |  grains  | Line no.  11720
Alignment not found |  ,  | Line no.  11720
Alignment not found |  sealed  | Line no.  11721
Alignment not found |  tablet  | Line no.  11721
Alignment not found |  of  | Line no.  11721
Alignment not found |  Lukalla  | Line no.  11721
Alignment not found |  .  | Line no.  11721
Alignment not found |  3  | Line no.  11722
Alignment not found |  barig  | Line no.  11722
Alignment not found |  ,  | Line no.  11722
Alignment not found |  3  | Line no.  11722
Alignment not found |  ban2  | Line no.  11722
Alignment not found |  coriander  | Line no.  11722
Alignment not found |  ,  | Line no.  11722
Alignment not found |  its  | Line no.  11723
Alignment not found |  silver  | Line no.  11723
Alignment not found |  equivalent  | Line no.  11723
Alignment not found |  :  | Line no.  11723
Alignment not found |  shekels  | Line no.  11723
Alignment not found |  ,  | Line no.  11723
Alignment not found |  grains  | Line no.  11723
Alignment not found |  ,  | Line no.  11723
Alignment not found |  barig  | Line no.  11724
Alignment not found |  ,  | Line no.  11724
Alignment not found |  ban  | Line no.  11724
Alignment not found |  ,  | Line no.  11724
Alignment not found |  sila  | Line no.  11724
Alignment not found |  of  | Line no.  11724
Alignment not found |  raisins  | Line no.  11724
Alignment not found |  ,  | Line no.  11724
Alignment not found |  their  | Line no.  11725
Alignment not found |  silver  | Line no.  11725
Alignment not found |  equivalent  | Line no.  11725
Alignment not found |  :  | Line no.  11725
Alignment not found |  ,  | Line no.  11725
Alignment not found |  grains  | Line no.  11725
Alignment not found |  ,  | Line no.  11725
Alignment not found |  nigdab  | Line no.  11726
Alignment not found |  of  | Line no.  11726
Alignment not found |  “  | Line no.  11726
Alignment not found |  Holy  | Line no.  11726
Alignment not found |  Hill  | Line no.  11726
Alignment not found |  ,  | Line no.  11726
Alignment not found |  ”  | Line no.  11726
Alignment not found |  tablet  | Line no.  11727
Alignment not found |  Lugal-niglagar-e  | Line no.  11727
Alignment not found |  .  | Line no.  11727
Alignment not found |  talents  | Line no.  11728
Alignment not found |  of  | Line no.  11728
Alignment not found |  dried  | Line no.  11728
Alignment not found |  bitumen  | Line no.  11728
Alignment not found |  its  | Line no.  11729
Alignment not found |  silver  | Line no.  11729
Alignment not found |  equivalent  | Line no.  11729
Alignment not found |  :  | Line no.  11729
Alignment not found |  3  | Line no.  11729
Alignment not found |  shekels  | Line no.  11729
Alignment not found |  3  | Line no.  11729
Alignment not found |  sealed  | Line no.  11730
Alignment not found |  tablet  | Line no.  11730
Alignment not found |  of  | Line no.  11730
Alignment not found |  Adumu  | Line no.  11730
Alignment not found |  .  | Line no.  11730
Alignment not found |  3  | Line no.  11731
Alignment not found |  mana  | Line no.  11731
Alignment not found |  of  | Line no.  11731
Alignment not found |  copper  | Line no.  11731
Alignment not found |  ,  | Line no.  11731
Alignment not found |  its  | Line no.  11732
Alignment not found |  silver  | Line no.  11732
Alignment not found |  equivalent  | Line no.  11732
Alignment not found |  3  | Line no.  11732
Alignment not found |  shekels  | Line no.  11732
Alignment not found |  ,  | Line no.  11732
Alignment not found |  3  | Line no.  11732
Alignment not found |  grains  | Line no.  11732
Alignment not found |  ,  | Line no.  11732
Alignment not found |  3  | Line no.  11733
Alignment not found |  shekels  | Line no.  11733
Alignment not found |  of  | Line no.  11733
Alignment not found |  suhe  | Line no.  11733
Alignment not found |  ,  | Line no.  11733
Alignment not found |  its  | Line no.  11734
Alignment not found |  silver  | Line no.  11734
Alignment not found |  equivalent  | Line no.  11734
Alignment not found |  :  | Line no.  11734
Alignment not found |  minus  | Line no.  11734
Alignment not found |  grains  | Line no.  11734
Alignment not found |  ,  | Line no.  11734
Alignment not found |  sealed  | Line no.  11735
Alignment not found |  document  | Line no.  11735
Alignment not found |  Lu-Enlila  | Line no.  11735
Alignment not found |  .  | Line no.  11735
Alignment not found |  Total  | Line no.  11736
Alignment not found |  :  | Line no.  11736
Alignment not found |  mana  | Line no.  11736
Alignment not found |  ,  | Line no.  11736
Alignment not found |  shekels  | Line no.  11736
Alignment not found |  ,  | Line no.  11736
Alignment not found |  grains  | Line no.  11736
Alignment not found |  of  | Line no.  11736
Alignment not found |  silver  | Line no.  11736
Alignment not found |  booked  | Line no.  11737
Alignment not found |  out  | Line no.  11737
Alignment not found |  .  | Line no.  11737
Alignment not found |  Deficit  | Line no.  11738
Alignment not found |  :  | Line no.  11738
Alignment not found |  mana  | Line no.  11738
Alignment not found |  ,  | Line no.  11738
Alignment not found |  shekels  | Line no.  11738
Alignment not found |  ,  | Line no.  11738
Alignment not found |  grains  | Line no.  11738
Alignment not found |  of  | Line no.  11738
Alignment not found |  silver  | Line no.  11738
Alignment not found |  .  | Line no.  11738
Alignment not found |  Account  | Line no.  11739
Alignment not found |  of  | Line no.  11739
Alignment not found |  Pada  | Line no.  11739
Alignment not found |  .  | Line no.  11739
Alignment not found |  Month  | Line no.  11740
Alignment not found |  :  | Line no.  11740
Alignment not found |  “  | Line no.  11740
Alignment not found |  mineš  | Line no.  11740
Alignment not found |  ,  | Line no.  11740
Alignment not found |  ”  | Line no.  11740
Alignment not found |  year  | Line no.  11741
Alignment not found |  :  | Line no.  11741
Alignment not found |  “  | Line no.  11741
Alignment not found |  Šu-Suen  | Line no.  11741
Alignment not found |  is  | Line no.  11741
Alignment not found |  king  | Line no.  11741
Alignment not found |  .  | Line no.  11741
Alignment not found |  ”  | Line no.  11741
Alignment not found |  3  | Line no.  11742
Alignment not found |  gur  | Line no.  11742
Alignment not found |  barley  | Line no.  11742
Alignment not found |  ,  | Line no.  11742
Alignment not found |  under  | Line no.  11742
Alignment not found |  seal  | Line no.  11742
Alignment not found |  of  | Line no.  11742
Alignment not found |  Katarni  | Line no.  11742
Alignment not found |  the  | Line no.  11742
Alignment not found |  boatman  | Line no.  11742
Alignment not found |  ;  | Line no.  11742
Alignment not found |  ,  | Line no.  11743
Alignment not found |  under  | Line no.  11743
Alignment not found |  seal  | Line no.  11743
Alignment not found |  of  | Line no.  11743
Alignment not found |  Ur-gigir  | Line no.  11743
Alignment not found |  ,  | Line no.  11743
Alignment not found |  son  | Line no.  11743
Alignment not found |  of  | Line no.  11743
Alignment not found |  Aribi  | Line no.  11743
Alignment not found |  gur  | Line no.  11744
Alignment not found |  sila3  | Line no.  11744
Alignment not found |  flour  | Line no.  11744
Alignment not found |  ,  | Line no.  11744
Alignment not found |  under  | Line no.  11745
Alignment not found |  seal  | Line no.  11745
Alignment not found |  of  | Line no.  11745
Alignment not found |  Ur-lugalbanda  | Line no.  11745
Alignment not found |  3  | Line no.  11746
Alignment not found |  gur  | Line no.  11746
Alignment not found |  3  | Line no.  11746
Alignment not found |  barig  | Line no.  11746
Alignment not found |  3  | Line no.  11746
Alignment not found |  ban2  | Line no.  11746
Alignment not found |  ,  | Line no.  11746
Alignment not found |  3  | Line no.  11747
Alignment not found |  ban2  | Line no.  11747
Alignment not found |  emmer  | Line no.  11747
Alignment not found |  ,  | Line no.  11747
Alignment not found |  from  | Line no.  11748
Alignment not found |  Lugalezem  | Line no.  11748
Alignment not found |  ,  | Line no.  11748
Alignment not found |  the  | Line no.  11748
Alignment not found |  chief  | Line no.  11748
Alignment not found |  household  | Line no.  11748
Alignment not found |  manager  | Line no.  11748
Alignment not found |  ;  | Line no.  11748
Alignment not found |  3  | Line no.  11749
Alignment not found |  gur  | Line no.  11749
Alignment not found |  3  | Line no.  11749
Alignment not found |  barig  | Line no.  11749
Alignment not found |  3  | Line no.  11749
Alignment not found |  ban2  | Line no.  11749
Alignment not found |  3  | Line no.  11749
Alignment not found |  sila3  | Line no.  11749
Alignment not found |  Lanimu  | Line no.  11750
Alignment not found |  ;  | Line no.  11750
Alignment not found |  total  | Line no.  11751
Alignment not found |  3  | Line no.  11751
Alignment not found |  gur  | Line no.  11751
Alignment not found |  ,  | Line no.  11751
Alignment not found |  3  | Line no.  11751
Alignment not found |  barig  | Line no.  11751
Alignment not found |  3  | Line no.  11751
Alignment not found |  ban2  | Line no.  11751
Alignment not found |  3  | Line no.  11751
